,region,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
372993,ocala,4995,2011.0,toyota,good,4 cylinders,gas,140.0,clean,automatic,fwd,full-size,sedan,grey
372998,ocala,18990,2015.0,audi,excellent,4 cylinders,gas,53326.0,clean,automatic,4wd,full-size,sedan,blue
372999,ocala,3900,2004.0,gmc,good,6 cylinders,gas,167000.0,clean,automatic,rwd,full-size,SUV,black
373005,ocala,0,2006.0,jeep,good,8 cylinders,gas,140217.0,clean,automatic,4wd,full-size,SUV,red
373006,ocala,31990,2015.0,ford,excellent,8 cylinders,diesel,178235.0,clean,automatic,4wd,full-size,pickup,green
373039,okaloosa / walton,19439,2016.0,bmw,excellent,4 cylinders,gas,66000.0,clean,automatic,fwd,full-size,sedan,white
373042,okaloosa / walton,1350,2002.0,cadillac,good,8 cylinders,gas,182000.0,clean,automatic,fwd,compact,sedan,blue
373070,okaloosa / walton,4500,2010.0,ford,good,6 cylinders,gas,188808.0,clean,automatic,4wd,full-size,SUV,white
373091,okaloosa / walton,37900,2017.0,chevrolet,like new,8 cylinders,gas,111393.0,clean,automatic,4wd,full-size,SUV,black
373110,okaloosa / walton,7000,2012.0,nissan,good,6 cylinders,gas,191000.0,clean,automatic,fwd,mid-size,sedan,black
373124,okaloosa / walton,25995,2017.0,ford,good,6 cylinders,gas,94996.0,clean,automatic,rwd,full-size,SUV,grey
373131,okaloosa / walton,12995,2012.0,cadillac,good,6 cylinders,gas,103602.0,clean,automatic,fwd,full-size,SUV,silver
373132,okaloosa / walton,11995,2014.0,jeep,good,4 cylinders,gas,102498.0,clean,automatic,fwd,full-size,SUV,white
373133,okaloosa / walton,14995,2014.0,nissan,good,6 cylinders,gas,172868.0,clean,automatic,rwd,full-size,truck,white
373150,okaloosa / walton,14995,2006.0,ford,good,8 cylinders,gas,247816.0,clean,automatic,4wd,full-size,truck,blue
373180,okaloosa / walton,8995,2014.0,jeep,good,4 cylinders,gas,164129.0,clean,automatic,4wd,full-size,SUV,silver
373185,okaloosa / walton,21995,2012.0,ford,good,8 cylinders,gas,162703.0,clean,automatic,4wd,full-size,truck,white
373189,okaloosa / walton,22995,2013.0,chevrolet,good,8 cylinders,gas,117879.0,clean,automatic,4wd,full-size,truck,silver
373190,okaloosa / walton,25995,2012.0,ford,good,6 cylinders,gas,79751.0,clean,automatic,4wd,full-size,truck,white
373258,okaloosa / walton,12995,2013.0,bmw,good,4 cylinders,gas,118330.0,clean,automatic,4wd,full-size,SUV,white
373300,okaloosa / walton,22995,2014.0,gmc,good,8 cylinders,gas,127639.0,clean,automatic,4wd,full-size,truck,white
373301,okaloosa / walton,9995,2007.0,ford,good,8 cylinders,gas,166439.0,clean,automatic,rwd,full-size,truck,red
373368,okaloosa / walton,22995,2015.0,ram,good,8 cylinders,gas,125393.0,clean,automatic,rwd,full-size,truck,silver
373371,okaloosa / walton,7995,2004.0,gmc,good,6 cylinders,gas,154221.0,clean,automatic,4wd,full-size,truck,custom
373724,okaloosa / walton,14995,2011.0,chevrolet,good,8 cylinders,gas,203754.0,clean,automatic,4wd,full-size,SUV,custom
373725,okaloosa / walton,18995,2012.0,ram,good,8 cylinders,gas,155867.0,clean,automatic,4wd,full-size,truck,white
373726,okaloosa / walton,12995,2008.0,toyota,good,6 cylinders,gas,156590.0,clean,automatic,4wd,full-size,SUV,grey
373749,okaloosa / walton,17995,2012.0,ford,good,8 cylinders,gas,175274.0,clean,automatic,4wd,full-size,truck,white
373757,okaloosa / walton,5995,1997.0,jeep,good,6 cylinders,gas,197989.0,clean,automatic,4wd,full-size,SUV,blue
373778,okaloosa / walton,5995,2004.0,chevrolet,good,6 cylinders,gas,153319.0,clean,automatic,rwd,full-size,SUV,red
373797,okaloosa / walton,10995,2015.0,mitsubishi,good,4 cylinders,gas,111265.0,clean,automatic,fwd,full-size,SUV,red
373812,okaloosa / walton,13995,2011.0,dodge,good,6 cylinders,gas,118402.0,clean,automatic,rwd,mid-size,coupe,custom
375813,space coast,9500,2011.0,infiniti,excellent,6 cylinders,gas,103000.0,clean,automatic,rwd,full-size,sedan,silver
375816,space coast,13500,2008.0,gmc,good,8 cylinders,gas,233000.0,clean,automatic,4wd,full-size,truck,green
375817,space coast,5990,2013.0,dodge,good,4 cylinders,gas,141154.0,clean,automatic,fwd,full-size,SUV,red
375819,space coast,7999,2007.0,chevrolet,excellent,8 cylinders,gas,110401.0,clean,automatic,rwd,full-size,van,white
375828,space coast,32999,2017.0,lexus,excellent,6 cylinders,gas,28118.0,clean,automatic,rwd,mid-size,coupe,custom
375837,space coast,6900,2007.0,mercedes-benz,excellent,6 cylinders,gas,168967.0,clean,automatic,rwd,compact,coupe,silver
375858,space coast,5999,2004.0,lincoln,excellent,8 cylinders,gas,54895.0,clean,automatic,rwd,full-size,sedan,brown
375874,space coast,1800,1998.0,ford,good,8 cylinders,gas,85000.0,clean,automatic,rwd,full-size,sedan,white
375891,space coast,4400,2007.0,chevrolet,good,6 cylinders,gas,149044.0,clean,automatic,4wd,full-size,SUV,red
375913,space coast,10995,2015.0,kia,excellent,4 cylinders,gas,60484.0,clean,automatic,fwd,compact,wagon,black
375914,space coast,20995,2016.0,honda,excellent,6 cylinders,gas,63089.0,clean,automatic,fwd,full-size,van,grey
375919,space coast,20995,2018.0,chevrolet,excellent,8 cylinders,gas,40147.0,clean,automatic,rwd,full-size,van,white
375930,space coast,21999,2013.0,toyota,excellent,8 cylinders,gas,158000.0,clean,automatic,4wd,full-size,SUV,silver
375932,space coast,15600,2019.0,dodge,like new,6 cylinders,gas,36373.0,clean,automatic,fwd,full-size,mini-van,silver
375982,space coast,5995,2011.0,chrysler,excellent,6 cylinders,gas,135280.0,clean,automatic,fwd,mid-size,mini-van,white
375984,space coast,4995,1997.0,ford,good,8 cylinders,gas,103208.0,clean,automatic,rwd,full-size,van,white
376010,space coast,24750,2013.0,lexus,like new,8 cylinders,gas,93887.0,clean,automatic,4wd,full-size,SUV,white
376020,space coast,9999,2010.0,gmc,excellent,5 cylinders,gas,110258.0,clean,automatic,rwd,mid-size,truck,black
376022,space coast,3999,2007.0,ford,excellent,6 cylinders,gas,111463.0,clean,automatic,fwd,mid-size,SUV,brown
376064,space coast,2000,2009.0,chevrolet,fair,6 cylinders,gas,169041.0,clean,automatic,fwd,full-size,sedan,white
376069,space coast,12777,2016.0,kia,excellent,4 cylinders,gas,52818.0,clean,automatic,fwd,compact,wagon,grey
376070,space coast,17995,2017.0,kia,excellent,4 cylinders,gas,31613.0,clean,automatic,fwd,mid-size,sedan,white
376091,space coast,16995,2016.0,kia,excellent,4 cylinders,gas,34868.0,clean,automatic,fwd,mid-size,sedan,black
376115,space coast,32995,2016.0,ford,excellent,8 cylinders,gas,66224.0,clean,automatic,rwd,full-size,truck,black
376116,space coast,13000,2010.0,ram,good,5 cylinders,gas,111000.0,clean,automatic,4wd,full-size,truck,black
376121,space coast,24800,2015.0,toyota,like new,6 cylinders,gas,73000.0,clean,automatic,rwd,mid-size,truck,black
376123,space coast,5800,2012.0,fiat,excellent,4 cylinders,gas,95000.0,clean,automatic,fwd,sub-compact,coupe,blue
376126,space coast,19800,2016.0,bmw,excellent,4 cylinders,gas,85000.0,clean,automatic,rwd,full-size,sedan,white
376127,space coast,13600,2012.0,jeep,excellent,6 cylinders,gas,79000.0,clean,automatic,rwd,full-size,SUV,white
376133,space coast,9850,2010.0,lincoln,good,6 cylinders,gas,129975.0,clean,automatic,4wd,full-size,SUV,silver
376137,space coast,17995,2013.0,ford,excellent,6 cylinders,gas,143082.0,clean,automatic,4wd,full-size,pickup,white
376144,space coast,10879,2012.0,honda,like new,4 cylinders,gas,75600.0,clean,automatic,fwd,compact,coupe,grey
376160,space coast,3800,2006.0,toyota,good,4 cylinders,gas,158608.0,clean,automatic,fwd,compact,sedan,blue
376162,space coast,5000,2011.0,chrysler,good,6 cylinders,gas,156200.0,clean,automatic,fwd,mid-size,van,black
376172,space coast,8000,2007.0,ford,good,8 cylinders,gas,161435.0,clean,automatic,4wd,full-size,truck,white
376196,space coast,4495,2001.0,lexus,excellent,6 cylinders,gas,140258.0,clean,automatic,fwd,mid-size,SUV,grey
376205,space coast,5999,2010.0,ford,excellent,4 cylinders,gas,99311.0,clean,automatic,rwd,mid-size,SUV,white
376218,space coast,19000,2016.0,toyota,excellent,4 cylinders,gas,40000.0,clean,automatic,fwd,mid-size,SUV,black
376221,space coast,1950,2005.0,chrysler,good,4 cylinders,gas,120000.0,clean,automatic,fwd,sub-compact,convertible,white
376229,space coast,1800,2000.0,ford,salvage,6 cylinders,gas,280000.0,rebuilt,manual,rwd,full-size,pickup,blue
376237,space coast,6995,2011.0,nissan,excellent,4 cylinders,gas,94810.0,clean,manual,fwd,compact,SUV,purple
376241,space coast,7995,2008.0,chevrolet,excellent,6 cylinders,gas,87545.0,clean,automatic,fwd,mid-size,sedan,blue
376242,space coast,7995,2012.0,mazda,excellent,4 cylinders,gas,139109.0,clean,automatic,fwd,mid-size,sedan,white
376254,space coast,3000,2010.0,hyundai,good,4 cylinders,gas,141957.0,clean,manual,fwd,compact,sedan,black
376255,space coast,6500,2009.0,toyota,excellent,4 cylinders,gas,106000.0,clean,automatic,fwd,mid-size,sedan,white
376262,space coast,15495,2014.0,ford,excellent,6 cylinders,gas,56871.0,clean,automatic,rwd,full-size,convertible,white
376263,space coast,10995,2011.0,ford,good,8 cylinders,gas,96305.0,clean,automatic,rwd,full-size,wagon,brown
376264,space coast,9495,2010.0,mazda,excellent,4 cylinders,gas,89225.0,clean,automatic,rwd,compact,convertible,red
376269,space coast,1000,2011.0,ford,fair,6 cylinders,gas,168452.0,clean,automatic,fwd,mid-size,sedan,red
376301,space coast,1500,1995.0,jeep,fair,6 cylinders,gas,200000.0,clean,automatic,4wd,mid-size,SUV,black
376311,space coast,25999,2019.0,dodge,excellent,6 cylinders,gas,15710.0,clean,automatic,rwd,mid-size,coupe,purple
376312,space coast,37999,2018.0,chevrolet,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black
376315,space coast,25999,2019.0,dodge,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black
376326,space coast,4499,1999.0,gmc,excellent,8 cylinders,gas,129000.0,clean,automatic,4wd,full-size,SUV,blue
376341,space coast,1,2012.0,infiniti,excellent,6 cylinders,gas,66000.0,clean,manual,rwd,mid-size,coupe,black
376343,space coast,1,2014.0,ford,excellent,10 cylinders,gas,43688.0,clean,other,4wd,mid-size,coupe,green
376345,space coast,1,2014.0,ford,excellent,6 cylinders,gas,91788.0,clean,automatic,4wd,full-size,truck,silver
376346,space coast,1,2013.0,mercedes-benz,excellent,8 cylinders,gas,60341.0,clean,automatic,4wd,compact,sedan,black
376347,space coast,1,2015.0,lexus,excellent,4 cylinders,gas,45289.0,clean,automatic,rwd,compact,sedan,black
376348,space coast,1,2017.0,chevrolet,excellent,10 cylinders,gas,26242.0,clean,other,4wd,mid-size,coupe,white
376349,space coast,1,2015.0,lexus,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white
376350,space coast,1,2015.0,dodge,excellent,6 cylinders,gas,45244.0,clean,automatic,4wd,mid-size,coupe,black
376353,space coast,1,2012.0,toyota,excellent,10 cylinders,gas,80898.0,clean,other,4wd,full-size,truck,grey
376414,space coast,7995,2006.0,toyota,excellent,4 cylinders,gas,57583.0,clean,automatic,fwd,mid-size,sedan,silver
376419,space coast,1800,2004.0,mazda,fair,4 cylinders,gas,197743.0,clean,manual,fwd,mid-size,hatchback,red
376420,space coast,26995,2017.0,ram,excellent,8 cylinders,gas,61211.0,clean,automatic,rwd,full-size,truck,white
376421,space coast,17995,2014.0,lexus,excellent,6 cylinders,gas,64578.0,clean,automatic,fwd,mid-size,sedan,black
376422,space coast,22500,2018.0,honda,good,4 cylinders,gas,27060.0,clean,automatic,fwd,mid-size,sedan,black
376463,space coast,14800,2006.0,ram,excellent,8 cylinders,gas,180000.0,clean,automatic,4wd,full-size,truck,white
376466,space coast,26800,2014.0,ford,excellent,6 cylinders,gas,56000.0,clean,automatic,rwd,full-size,pickup,green
376467,space coast,2000,2002.0,bmw,good,6 cylinders,gas,72000.0,clean,automatic,4wd,full-size,sedan,grey
376470,space coast,6999,2006.0,toyota,excellent,6 cylinders,gas,114000.0,clean,automatic,fwd,mid-size,SUV,silver
376472,space coast,2800,2002.0,audi,good,6 cylinders,gas,131000.0,clean,automatic,4wd,full-size,sedan,green
376473,space coast,4000,2001.0,bmw,good,6 cylinders,gas,222000.0,clean,manual,rwd,compact,convertible,black
376475,space coast,24500,2003.0,ford,excellent,8 cylinders,diesel,91154.0,clean,automatic,4wd,full-size,truck,grey
376476,space coast,3000,2004.0,toyota,good,6 cylinders,gas,248313.0,clean,automatic,fwd,full-size,sedan,white
376507,space coast,9500,1982.0,chevrolet,good,8 cylinders,gas,75000.0,clean,automatic,rwd,mid-size,coupe,custom
376515,st augustine,13500,2012.0,chevrolet,excellent,4 cylinders,hybrid,40759.0,lien,automatic,fwd,sub-compact,hatchback,black
376517,st augustine,2650,2003.0,honda,excellent,6 cylinders,gas,255000.0,clean,automatic,fwd,full-size,SUV,white
376522,st augustine,2100,1999.0,toyota,good,4 cylinders,gas,209142.0,clean,automatic,fwd,compact,sedan,silver
376524,st augustine,10800,1989.0,ford,like new,6 cylinders,gas,166000.0,clean,manual,rwd,full-size,pickup,black
376525,st augustine,3300,2008.0,saturn,excellent,4 cylinders,gas,173000.0,clean,automatic,fwd,full-size,SUV,blue
376527,st augustine,1,1999.0,ford,good,8 cylinders,gas,116000.0,clean,automatic,fwd,full-size,mini-van,white
376550,st augustine,9500,2005.0,chevrolet,good,8 cylinders,gas,92000.0,clean,automatic,rwd,full-size,truck,white
376558,st augustine,4000,2008.0,kia,good,4 cylinders,gas,139000.0,clean,automatic,fwd,compact,hatchback,brown
376575,st augustine,18000,1989.0,ford,excellent,8 cylinders,gas,90300.0,clean,automatic,rwd,mid-size,hatchback,grey
376601,tallahassee,29500,2020.0,fiat,like new,4 cylinders,gas,2225.0,lien,automatic,fwd,compact,convertible,black
376626,tallahassee,5998,2006.0,nissan,excellent,4 cylinders,gas,61306.0,clean,automatic,fwd,mid-size,sedan,green
376627,tallahassee,7998,2009.0,honda,excellent,4 cylinders,gas,154816.0,clean,automatic,4wd,compact,SUV,black
376629,tallahassee,7995,2011.0,mazda,like new,4 cylinders,gas,85485.0,clean,automatic,4wd,mid-size,SUV,white
376630,tallahassee,24996,2020.0,ford,new,4 cylinders,gas,2363.0,clean,automatic,4wd,mid-size,SUV,grey
376633,tallahassee,9498,2006.0,toyota,like new,8 cylinders,gas,137074.0,clean,automatic,rwd,full-size,SUV,red
376639,tallahassee,9498,2006.0,gmc,like new,8 cylinders,gas,178542.0,clean,automatic,4wd,full-size,pickup,grey
376649,tallahassee,54800,2017.0,ford,like new,8 cylinders,diesel,9500.0,clean,automatic,4wd,full-size,pickup,red
376660,tallahassee,2995,2008.0,honda,excellent,4 cylinders,gas,221019.0,clean,automatic,fwd,compact,hatchback,red
376661,tallahassee,1995,2003.0,acura,good,6 cylinders,gas,253675.0,clean,automatic,fwd,full-size,sedan,black
376662,tallahassee,3495,2006.0,chevrolet,excellent,6 cylinders,gas,179163.0,clean,automatic,fwd,full-size,sedan,grey
376666,tallahassee,2995,2006.0,chevrolet,excellent,6 cylinders,gas,184447.0,clean,automatic,fwd,full-size,coupe,silver
376668,tallahassee,8800,2008.0,bmw,excellent,6 cylinders,gas,79753.0,clean,automatic,4wd,mid-size,sedan,blue
376678,tallahassee,12000,1984.0,chevrolet,like new,8 cylinders,gas,130000.0,clean,automatic,rwd,full-size,truck,blue
376704,tallahassee,0,2006.0,ford,good,6 cylinders,gas,158632.0,clean,automatic,rwd,mid-size,coupe,white
376707,tallahassee,10500,2007.0,toyota,good,6 cylinders,gas,250050.0,clean,automatic,4wd,mid-size,SUV,blue
376712,tallahassee,2495,2004.0,mazda,good,6 cylinders,gas,186271.0,clean,automatic,fwd,full-size,hatchback,grey
376713,tallahassee,2995,2007.0,ford,excellent,4 cylinders,gas,132207.0,clean,automatic,fwd,full-size,sedan,white
376715,tallahassee,3995,2005.0,honda,good,6 cylinders,gas,150942.0,clean,automatic,fwd,full-size,mini-van,silver
376716,tallahassee,3995,2010.0,dodge,good,4 cylinders,gas,139337.0,clean,automatic,fwd,full-size,sedan,silver
376735,tallahassee,14200,2016.0,mazda,like new,4 cylinders,gas,56501.0,clean,manual,rwd,compact,convertible,red
376744,tallahassee,3495,2004.0,nissan,excellent,6 cylinders,gas,185747.0,clean,automatic,4wd,full-size,SUV,grey
376747,tallahassee,3495,2010.0,pontiac,excellent,4 cylinders,gas,180799.0,clean,automatic,fwd,mid-size,hatchback,black
376749,tallahassee,3995,2013.0,kia,excellent,4 cylinders,gas,122965.0,clean,automatic,fwd,compact,hatchback,grey
376750,tallahassee,3995,2003.0,toyota,excellent,4 cylinders,gas,125422.0,clean,automatic,fwd,mid-size,SUV,custom
376777,tallahassee,0,2013.0,ford,good,4 cylinders,gas,111412.0,clean,automatic,fwd,full-size,SUV,silver
376778,tallahassee,0,2009.0,dodge,good,6 cylinders,gas,102955.0,clean,automatic,4wd,full-size,SUV,grey
376779,tallahassee,0,2008.0,buick,good,6 cylinders,gas,140806.0,clean,automatic,4wd,full-size,SUV,custom
376782,tallahassee,9000,2008.0,gmc,fair,8 cylinders,gas,271000.0,clean,automatic,4wd,full-size,pickup,silver
376784,tallahassee,2150,2005.0,nissan,good,4 cylinders,gas,98575.0,clean,automatic,rwd,full-size,mini-van,silver
377946,sarasota-bradenton,5950,2011.0,ford,excellent,4 cylinders,gas,158000.0,clean,automatic,rwd,mid-size,pickup,white
378058,sarasota-bradenton,9995,2017.0,nissan,like new,4 cylinders,gas,52351.0,rebuilt,automatic,fwd,full-size,sedan,silver
