,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,mileage
717,7000,10.0,normal,good,6 cylinders,gas,177723.0,clean,automatic,fwd,full-size,mini-van,red,very-high
718,4995,18.0,normal,like new,6 cylinders,gas,148035.0,clean,automatic,fwd,full-size,coupe,white,very-high
719,15995,16.0,normal,like new,8 cylinders,gas,129469.0,clean,automatic,4wd,full-size,truck,silver,very-high
720,8995,10.0,normal,like new,4 cylinders,gas,60046.0,clean,automatic,fwd,full-size,sedan,grey,very-high
721,12995,16.0,luxury,like new,8 cylinders,gas,161436.0,clean,automatic,4wd,full-size,SUV,silver,very-high
722,1000,12.0,normal,excellent,8 cylinders,gas,233000.0,clean,automatic,rwd,full-size,SUV,grey,very-high
723,11995,11.0,normal,like new,6 cylinders,gas,49581.0,clean,automatic,4wd,full-size,SUV,black,high
724,10995,8.0,normal,like new,4 cylinders,hybrid,69669.0,clean,automatic,fwd,full-size,sedan,white,very-high
725,14995,12.0,normal,like new,6 cylinders,gas,111090.0,clean,automatic,4wd,full-size,truck,silver,very-high
726,23995,2.0,normal,like new,8 cylinders,gas,15785.0,clean,automatic,rwd,full-size,van,white,high
727,6995,10.0,normal,like new,4 cylinders,gas,167028.0,clean,automatic,fwd,mid-size,SUV,white,very-high
728,14995,7.0,normal,like new,6 cylinders,gas,71896.0,clean,automatic,fwd,full-size,SUV,silver,very-high
729,34995,1.0,normal,like new,6 cylinders,gas,15450.0,clean,automatic,rwd,full-size,truck,black,high
730,3800,20.0,normal,good,8 cylinders,gas,294000.0,clean,automatic,4wd,full-size,truck,black,very-high
731,16995,8.0,normal,like new,8 cylinders,gas,97241.0,clean,automatic,rwd,full-size,truck,white,very-high
732,16995,8.0,normal,like new,8 cylinders,gas,95882.0,clean,automatic,rwd,full-size,truck,white,very-high
733,16995,8.0,normal,like new,8 cylinders,gas,95760.0,clean,automatic,rwd,full-size,truck,white,very-high
734,13995,9.0,normal,like new,8 cylinders,gas,92649.0,clean,automatic,rwd,full-size,van,white,very-high
735,13995,9.0,normal,like new,8 cylinders,gas,86928.0,clean,automatic,rwd,full-size,van,white,very-high
736,15995,6.0,normal,like new,8 cylinders,gas,84472.0,clean,automatic,rwd,full-size,van,white,very-high
737,8995,9.0,normal,like new,6 cylinders,gas,88250.0,clean,automatic,fwd,full-size,SUV,silver,very-high
738,17995,15.0,normal,like new,8 cylinders,diesel,141930.0,clean,automatic,rwd,full-size,truck,white,very-high
739,8500,4.0,normal,excellent,4 cylinders,gas,40500.0,rebuilt,automatic,fwd,full-size,hatchback,black,high
740,8700,3.0,normal,excellent,4 cylinders,gas,32000.0,rebuilt,automatic,fwd,full-size,sedan,white,high
741,8995,11.0,normal,like new,6 cylinders,gas,50611.0,clean,automatic,fwd,full-size,sedan,silver,very-high
742,12995,8.0,normal,like new,4 cylinders,gas,49371.0,clean,automatic,fwd,full-size,sedan,black,high
743,2200,20.0,normal,good,6 cylinders,gas,144000.0,clean,automatic,fwd,full-size,sedan,white,very-high
744,19500,1.0,normal,like new,4 cylinders,gas,28700.0,lien,automatic,fwd,mid-size,SUV,silver,high
745,6500,15.0,luxury,excellent,6 cylinders,gas,101000.0,clean,automatic,fwd,mid-size,sedan,black,very-high
746,19600,4.0,luxury,good,4 cylinders,gas,74500.0,clean,automatic,4wd,full-size,SUV,silver,very-high
747,7995,5.0,normal,excellent,4 cylinders,gas,60000.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
748,13995,7.0,normal,excellent,8 cylinders,gas,141000.0,clean,automatic,rwd,full-size,sedan,black,very-high
749,9995,8.0,normal,good,4 cylinders,gas,89000.0,clean,automatic,fwd,full-size,sedan,white,very-high
750,7000,46.0,normal,good,6 cylinders,gas,123000.0,clean,manual,rwd,mid-size,offroad,red,very-high
751,5800,9.0,normal,excellent,4 cylinders,gas,156000.0,clean,automatic,fwd,mid-size,SUV,white,very-high
752,1950,15.0,normal,good,4 cylinders,gas,222.0,clean,automatic,fwd,full-size,SUV,black,low
753,16900,6.0,normal,excellent,8 cylinders,gas,109267.0,clean,automatic,rwd,full-size,truck,white,very-high
754,12900,4.0,normal,excellent,4 cylinders,gas,81330.0,clean,automatic,fwd,mid-size,sedan,red,very-high
755,12900,5.0,normal,excellent,4 cylinders,gas,36396.0,clean,automatic,fwd,mid-size,sedan,red,high
756,8995,14.0,normal,excellent,8 cylinders,gas,68672.0,clean,automatic,fwd,mid-size,coupe,red,very-high
757,11500,5.0,normal,excellent,4 cylinders,gas,78462.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
758,8500,9.0,luxury,good,6 cylinders,gas,184000.0,clean,automatic,4wd,full-size,wagon,silver,very-high
759,5999,14.0,normal,excellent,4 cylinders,gas,157000.0,clean,automatic,fwd,full-size,sedan,silver,very-high
760,17500,9.0,normal,like new,8 cylinders,gas,90.0,clean,automatic,4wd,full-size,pickup,black,low
761,5500,10.0,normal,excellent,4 cylinders,gas,98000.0,clean,automatic,fwd,mid-size,sedan,brown,very-high
762,3900,9.0,normal,good,4 cylinders,gas,130815.0,rebuilt,automatic,fwd,compact,sedan,grey,very-high
763,3000,7.0,luxury,like new,6 cylinders,gas,95548.0,clean,automatic,rwd,full-size,sedan,black,very-high
764,3689,13.0,normal,good,4 cylinders,gas,107976.0,clean,automatic,fwd,compact,sedan,silver,very-high
765,2196,21.0,normal,good,6 cylinders,gas,120091.0,clean,automatic,fwd,mid-size,sedan,white,very-high
766,16998,3.0,normal,excellent,4 cylinders,gas,17998.0,clean,automatic,rwd,mid-size,SUV,white,high
767,9000,9.0,normal,good,4 cylinders,gas,85000.0,clean,manual,fwd,compact,coupe,grey,very-high
768,6400,5.0,normal,excellent,4 cylinders,gas,65500.0,rebuilt,automatic,fwd,full-size,sedan,black,very-high
769,6000,12.0,normal,excellent,8 cylinders,gas,79000.0,clean,automatic,rwd,full-size,sedan,white,very-high
770,6499,10.0,normal,like new,4 cylinders,gas,141814.0,clean,automatic,fwd,full-size,SUV,blue,very-high
771,28000,15.0,normal,excellent,8 cylinders,gas,24000.0,clean,manual,rwd,full-size,convertible,black,high
772,2500,18.0,normal,like new,4 cylinders,gas,110000.0,clean,automatic,fwd,compact,sedan,silver,very-high
773,3500,4.0,normal,new,4 cylinders,gas,45079.0,clean,automatic,4wd,full-size,SUV,black,high
774,7000,4.0,normal,like new,4 cylinders,gas,77.0,rebuilt,automatic,fwd,compact,sedan,grey,low
775,6800,5.0,normal,like new,4 cylinders,gas,85.0,rebuilt,automatic,fwd,compact,sedan,grey,low
776,8200,0.0,normal,new,4 cylinders,gas,2.0,rebuilt,automatic,fwd,mid-size,hatchback,black,low
777,18200,2.0,normal,like new,6 cylinders,gas,65.0,rebuilt,automatic,rwd,full-size,pickup,white,low
778,7800,3.0,normal,like new,4 cylinders,gas,59.0,rebuilt,automatic,fwd,compact,hatchback,red,low
779,6500,3.0,normal,like new,4 cylinders,gas,85.0,clean,automatic,fwd,compact,sedan,blue,low
780,7500,3.0,normal,like new,4 cylinders,gas,50.0,rebuilt,automatic,fwd,compact,sedan,grey,low
781,6995,7.0,normal,excellent,4 cylinders,gas,114415.0,clean,automatic,fwd,sub-compact,sedan,grey,very-high
782,5995,5.0,normal,excellent,3 cylinders,gas,47004.0,clean,automatic,fwd,sub-compact,sedan,purple,high
783,5995,12.0,normal,excellent,6 cylinders,gas,180582.0,clean,automatic,rwd,sub-compact,convertible,silver,very-high
784,4995,10.0,normal,excellent,4 cylinders,gas,154781.0,clean,automatic,rwd,sub-compact,coupe,silver,very-high
785,5991,7.0,normal,excellent,4 cylinders,gas,172687.0,clean,automatic,fwd,mid-size,sedan,brown,very-high
786,5995,7.0,normal,excellent,4 cylinders,gas,151613.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
787,7995,4.0,normal,excellent,4 cylinders,gas,113172.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
788,6991,8.0,normal,excellent,4 cylinders,gas,148156.0,clean,automatic,4wd,mid-size,wagon,blue,very-high
789,7995,9.0,normal,excellent,6 cylinders,gas,182668.0,clean,manual,rwd,sub-compact,coupe,grey,very-high
790,2495,13.0,normal,excellent,5 cylinders,gas,152803.0,clean,automatic,fwd,compact,sedan,white,very-high
791,5995,3.0,normal,excellent,3 cylinders,gas,106829.0,clean,automatic,fwd,sub-compact,sedan,red,very-high
792,5995,12.0,normal,excellent,4 cylinders,gas,149347.0,clean,automatic,fwd,mid-size,sedan,red,very-high
793,4995,12.0,normal,excellent,4 cylinders,gas,138658.0,clean,automatic,fwd,mid-size,coupe,white,very-high
794,4995,13.0,normal,excellent,4 cylinders,gas,129547.0,clean,automatic,fwd,mid-size,sedan,green,very-high
795,3995,9.0,normal,excellent,4 cylinders,gas,98956.0,clean,automatic,fwd,compact,sedan,white,very-high
796,4295,13.0,luxury,excellent,6 cylinders,gas,124281.0,clean,automatic,4wd,compact,sedan,blue,very-high
797,4995,7.0,normal,excellent,5 cylinders,gas,171361.0,clean,automatic,fwd,compact,sedan,red,very-high
798,5995,11.0,normal,excellent,4 cylinders,gas,101975.0,clean,automatic,fwd,sub-compact,coupe,red,very-high
799,5995,13.0,luxury,excellent,6 cylinders,gas,136273.0,clean,automatic,rwd,mid-size,sedan,blue,very-high
800,7500,13.0,luxury,excellent,6 cylinders,gas,106001.0,clean,automatic,4wd,mid-size,sedan,black,very-high
801,6700,11.0,normal,excellent,6 cylinders,gas,148400.0,clean,automatic,4wd,full-size,sedan,grey,very-high
802,3991,10.0,normal,excellent,4 cylinders,gas,143510.0,clean,manual,fwd,compact,sedan,white,very-high
803,4500,9.0,normal,excellent,4 cylinders,gas,109802.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
804,3995,11.0,normal,excellent,4 cylinders,gas,163188.0,clean,automatic,fwd,sub-compact,sedan,blue,very-high
805,6995,11.0,luxury,excellent,4 cylinders,gas,84998.0,clean,automatic,4wd,compact,sedan,grey,very-high
806,4995,8.0,normal,excellent,4 cylinders,gas,106301.0,clean,automatic,fwd,compact,sedan,black,very-high
807,3499,12.0,normal,excellent,4 cylinders,gas,123815.0,clean,automatic,fwd,compact,sedan,silver,very-high
808,4483,8.0,normal,excellent,4 cylinders,gas,145174.0,clean,automatic,fwd,mid-size,sedan,black,very-high
809,7995,14.0,luxury,excellent,8 cylinders,gas,136756.0,clean,automatic,rwd,sub-compact,convertible,black,very-high
810,2995,13.0,normal,excellent,4 cylinders,gas,90871.0,clean,automatic,fwd,sub-compact,convertible,blue,very-high
811,4995,8.0,normal,excellent,4 cylinders,gas,101290.0,clean,automatic,fwd,compact,sedan,grey,very-high
812,2994,12.0,normal,excellent,4 cylinders,gas,204115.0,clean,automatic,fwd,sub-compact,sedan,grey,very-high
813,3995,10.0,normal,excellent,6 cylinders,gas,102429.0,clean,automatic,fwd,compact,coupe,white,very-high
814,12995,7.0,normal,like new,6 cylinders,gas,157000.0,clean,automatic,rwd,full-size,mini-van,black,very-high
815,26800,1.0,normal,like new,6 cylinders,gas,4500.0,rebuilt,automatic,rwd,mid-size,van,white,low
816,6000,6.0,normal,good,4 cylinders,gas,90000.0,clean,automatic,fwd,compact,sedan,white,very-high
817,21500,3.0,luxury,like new,4 cylinders,gas,6000.0,rebuilt,automatic,fwd,mid-size,sedan,white,low
818,1000,10.0,luxury,like new,6 cylinders,gas,83460.0,clean,automatic,rwd,full-size,sedan,silver,very-high
819,1000,10.0,luxury,like new,6 cylinders,gas,73120.0,clean,automatic,rwd,full-size,SUV,black,very-high
820,0,6.0,normal,excellent,4 cylinders,gas,65415.0,clean,automatic,fwd,full-size,SUV,yellow,very-high
821,0,2.0,normal,excellent,6 cylinders,gas,51696.0,clean,automatic,fwd,full-size,mini-van,grey,very-high
822,0,0.0,normal,excellent,6 cylinders,gas,2280.0,clean,automatic,fwd,mid-size,SUV,blue,low
823,0,4.0,normal,excellent,6 cylinders,gas,44600.0,clean,automatic,rwd,mid-size,convertible,grey,high
824,16495,5.0,normal,good,4 cylinders,gas,49818.0,clean,manual,rwd,mid-size,coupe,black,high
825,0,5.0,luxury,excellent,6 cylinders,gas,65140.0,clean,automatic,4wd,mid-size,SUV,blue,very-high
826,2000,6.0,luxury,like new,6 cylinders,gas,59845.0,clean,automatic,4wd,full-size,SUV,white,very-high
827,2000,5.0,luxury,like new,4 cylinders,gas,40416.0,clean,automatic,4wd,mid-size,sedan,black,high
828,11995,14.0,normal,excellent,6 cylinders,gas,122300.0,clean,automatic,rwd,full-size,truck,black,very-high
829,3000,5.0,luxury,like new,6 cylinders,gas,90098.0,clean,automatic,4wd,full-size,SUV,silver,very-high
830,2850,14.0,luxury,good,8 cylinders,gas,176000.0,clean,automatic,rwd,full-size,sedan,white,very-high
831,6900,20.0,normal,excellent,10 cylinders,gas,196000.0,clean,automatic,rwd,full-size,SUV,green,very-high
832,5000,11.0,normal,excellent,4 cylinders,gas,117000.0,clean,automatic,fwd,mid-size,sedan,white,very-high
833,12900,8.0,luxury,excellent,6 cylinders,gas,123443.0,clean,automatic,4wd,full-size,SUV,black,very-high
834,5800,12.0,normal,excellent,4 cylinders,gas,91000.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
835,12500,9.0,normal,like new,8 cylinders,gas,204000.0,clean,automatic,4wd,full-size,truck,white,very-high
836,7500,19.0,normal,excellent,8 cylinders,gas,89000.0,rebuilt,manual,rwd,compact,convertible,yellow,very-high
837,12000,17.0,normal,good,8 cylinders,diesel,179000.0,clean,automatic,4wd,full-size,pickup,grey,very-high
838,4600,10.0,normal,good,4 cylinders,gas,158000.0,clean,automatic,fwd,mid-size,sedan,black,very-high
839,0,4.0,normal,excellent,6 cylinders,gas,67365.0,clean,automatic,rwd,mid-size,convertible,silver,very-high
840,3000,14.0,normal,excellent,4 cylinders,gas,227000.0,clean,automatic,fwd,compact,sedan,white,very-high
841,16995,6.0,normal,excellent,6 cylinders,gas,56349.0,clean,automatic,fwd,mid-size,wagon,red,very-high
842,6488,11.0,normal,excellent,4 cylinders,gas,82646.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
843,7500,15.0,normal,excellent,8 cylinders,gas,218000.0,clean,automatic,4wd,full-size,pickup,white,very-high
844,14350,6.0,normal,like new,6 cylinders,gas,42000.0,clean,automatic,fwd,full-size,sedan,silver,high
845,25800,7.0,normal,excellent,6 cylinders,gas,91000.0,clean,automatic,4wd,mid-size,truck,white,very-high
846,3800,13.0,normal,good,4 cylinders,gas,76600.0,clean,automatic,fwd,mid-size,wagon,silver,very-high
847,2000,2.0,normal,excellent,8 cylinders,gas,1.0,clean,automatic,rwd,full-size,pickup,silver,low
848,1500,7.0,normal,excellent,4 cylinders,gas,90.0,clean,automatic,fwd,full-size,pickup,silver,low
849,15995,2.0,normal,excellent,4 cylinders,gas,36266.0,clean,automatic,fwd,compact,sedan,red,high
850,1950,13.0,normal,good,4 cylinders,gas,172000.0,clean,automatic,fwd,mid-size,SUV,red,very-high
851,0,12.0,normal,excellent,6 cylinders,gas,118729.0,clean,automatic,rwd,full-size,pickup,white,very-high
852,5995,12.0,normal,good,4 cylinders,gas,103880.0,clean,automatic,4wd,mid-size,SUV,white,very-high
853,5100,12.0,normal,excellent,6 cylinders,gas,1227500.0,clean,automatic,rwd,full-size,mini-van,white,very-high
854,2000,3.0,normal,good,8 cylinders,gas,1.0,clean,automatic,rwd,full-size,SUV,black,low
855,2000,2.0,normal,excellent,6 cylinders,gas,1.0,clean,automatic,rwd,full-size,van,white,low
856,24700,9.0,normal,excellent,8 cylinders,gas,73020.0,clean,automatic,4wd,full-size,pickup,grey,very-high
857,1500,11.0,normal,good,8 cylinders,gas,1.0,clean,automatic,rwd,full-size,pickup,blue,low
858,3500,13.0,normal,good,4 cylinders,gas,93940.0,clean,automatic,fwd,compact,convertible,blue,very-high
859,49900,5.0,normal,like new,6 cylinders,diesel,85000.0,clean,automatic,4wd,full-size,truck,black,very-high
860,18300,4.0,normal,like new,4 cylinders,gas,75200.0,clean,automatic,fwd,full-size,SUV,silver,very-high
861,5500,18.0,normal,good,8 cylinders,gas,168000.0,clean,automatic,4wd,full-size,pickup,black,very-high
862,6800,13.0,normal,like new,4 cylinders,gas,137000.0,clean,automatic,rwd,full-size,pickup,white,very-high
863,6999,14.0,normal,excellent,6 cylinders,gas,114000.0,clean,automatic,fwd,mid-size,SUV,silver,very-high
864,37400,1.0,luxury,like new,4 cylinders,gas,12900.0,clean,automatic,fwd,mid-size,SUV,white,average
865,6000,19.0,luxury,good,8 cylinders,gas,133000.0,clean,automatic,rwd,mid-size,convertible,black,very-high
866,16495,5.0,normal,excellent,6 cylinders,gas,51809.0,clean,automatic,fwd,full-size,mini-van,grey,very-high
867,14488,5.0,normal,excellent,4 cylinders,gas,56112.0,clean,automatic,fwd,mid-size,SUV,red,very-high
868,26995,2.0,normal,excellent,6 cylinders,gas,39915.0,clean,automatic,4wd,mid-size,wagon,white,high
869,5200,22.0,luxury,good,8 cylinders,gas,143921.0,clean,automatic,rwd,full-size,sedan,green,very-high
870,2000,10.0,normal,good,4 cylinders,gas,1.0,clean,automatic,rwd,full-size,pickup,white,low
871,5000,8.0,normal,excellent,4 cylinders,gas,75259.0,clean,automatic,fwd,full-size,hatchback,blue,very-high
872,6200,16.0,normal,excellent,6 cylinders,gas,119223.0,clean,automatic,rwd,mid-size,truck,black,very-high
873,7499,9.0,normal,like new,4 cylinders,gas,107000.0,clean,automatic,fwd,compact,sedan,brown,very-high
874,7995,11.0,normal,excellent,6 cylinders,gas,89142.0,clean,automatic,fwd,compact,convertible,grey,very-high
875,2900,12.0,normal,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,compact,hatchback,silver,very-high
876,2850,16.0,normal,fair,6 cylinders,gas,212780.0,clean,automatic,rwd,full-size,pickup,white,very-high
877,6000,16.0,normal,good,6 cylinders,gas,127022.0,clean,automatic,rwd,mid-size,pickup,brown,very-high
878,7995,9.0,normal,like new,6 cylinders,gas,125000.0,clean,automatic,rwd,full-size,van,white,very-high
879,5000,17.0,normal,new,6 cylinders,gas,135889.0,clean,automatic,4wd,mid-size,wagon,green,very-high
880,7995,17.0,luxury,excellent,8 cylinders,gas,92000.0,clean,automatic,rwd,full-size,sedan,custom,very-high
881,32000,6.0,normal,excellent,8 cylinders,gas,73848.0,clean,automatic,4wd,full-size,truck,black,very-high
882,2900,13.0,normal,excellent,6 cylinders,gas,199000.0,clean,automatic,fwd,full-size,SUV,silver,very-high
883,2500,3.0,normal,excellent,6 cylinders,gas,117953.0,clean,automatic,rwd,full-size,van,white,very-high
884,3800,18.0,normal,good,6 cylinders,gas,179000.0,clean,automatic,4wd,mid-size,SUV,white,very-high
885,2000,7.0,normal,good,6 cylinders,gas,1.0,clean,automatic,4wd,full-size,pickup,black,low
886,17700,2.0,normal,like new,4 cylinders,gas,12700.0,rebuilt,automatic,4wd,mid-size,SUV,black,average
887,4975,12.0,normal,good,4 cylinders,gas,76000.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
888,2300,13.0,normal,good,6 cylinders,gas,158000.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
889,22900,4.0,normal,like new,8 cylinders,gas,88000.0,clean,automatic,rwd,full-size,pickup,yellow,very-high
890,2995,13.0,normal,excellent,4 cylinders,gas,138931.0,clean,automatic,fwd,full-size,sedan,grey,very-high
891,2800,12.0,normal,good,4 cylinders,gas,214000.0,clean,automatic,fwd,full-size,sedan,black,very-high
892,8000,14.0,normal,excellent,8 cylinders,gas,214500.0,rebuilt,automatic,rwd,full-size,pickup,brown,very-high
893,10200,10.0,luxury,excellent,6 cylinders,gas,127828.0,clean,automatic,fwd,mid-size,convertible,white,very-high
894,16500,46.0,luxury,excellent,8 cylinders,gas,166700.0,clean,manual,rwd,compact,convertible,red,very-high
